MyUnknownColumn,Model,Maker,Type,Seats,Displacement,Length,Width,Height,Wheelbase,No_of_Cylinders,Fuel,Engine_Type,Transmission,Front_Brake,Rear_Brake,Drive,Turning_Radius,Fuel_Tank_Capacity,Boot_Space,Fuel_Efficiency,Emission_Type,Tyre_Size,Variants,NCAP_Rating
24,GT-R,Nissan,"Sports Car",2,3799,4710,1895,1370,2780,6,Petrol,VR38DETT,"6-Speed DCT",Disc,Disc,"4 WD",5.57,74,315,10.16,"Euro 6",285/35/20,1,"Not Tested"
